date,value
2023-09-17,25.65059806595311
2023-09-18,33.71761544129609
2023-09-19,39.92893655737121
2023-09-20,26.200626511774537
2023-09-21,36.03211111399823
2023-09-22,37.29930797069133
2023-09-23,40.813839320995754
2023-09-24,31.632404425218652
2023-09-25,32.1285771276544
2023-09-26,42.24919720071368
2023-09-27,42.02166411089618
2023-09-28,42.66885779470306
2023-09-29,44.00459798610511
2023-09-30,39.698591403852596
2023-10-01,45.05103891676528
2023-10-02,46.10544888570035
2023-10-03,41.772770304894486
2023-10-04,55.327168448654795
2023-10-05,48.96613358745243
2023-10-06,41.180012941422376
2023-10-07,50.8961684783667
2023-10-08,43.15105374090514
2023-10-09,52.302507393252085
2023-10-10,54.43211947096116
2023-10-11,44.7356174093156
2023-10-12,53.782555460876424
2023-10-13,51.08245258960978
2023-10-14,53.107962854773334
2023-10-15,58.38754025444535
2023-10-16,47.51044593330401
2023-10-17,44.73204580891709
2023-10-18,43.74817492209293
2023-10-19,43.74605221681691
2023-10-20,47.00642843161424
2023-10-21,48.60560922444848
2023-10-22,47.73633206060587
2023-10-23,49.89138190101767
2023-10-24,45.17743654977968
2023-10-25,51.696584594872476
2023-10-26,42.38709352608964
2023-10-27,56.5633726474922
2023-10-28,45.319624029523716
2023-10-29,37.11696974168322
2023-10-30,35.24870108758839
2023-10-31,42.21117528493708
2023-11-01,37.878735363923525
2023-11-02,41.77120545472142
2023-11-03,39.78673511452984
2023-11-04,36.29610467823921
2023-11-05,31.692358758811473
2023-11-06,27.650368062389056
2023-11-07,32.32809012570245
2023-11-08,38.22180958180525
2023-11-09,34.43751308754318
2023-11-10,26.61829029089521
2023-11-11,33.249783532524724
2023-11-12,33.90813874039948
2023-11-13,27.224090386194618
2023-11-14,32.14088250963245
2023-11-15,31.461639486849183
2023-11-16,25.325435788248637
2023-11-17,32.771634070796374
2023-11-18,33.80257773017499
2023-11-19,36.503703175277835
2023-11-20,36.52082415891189
2023-11-21,24.599606887314703
2023-11-22,27.106401742852047
2023-11-23,34.747842955986954
2023-11-24,35.18592195100904
2023-11-25,35.70086547854537
2023-11-26,52.958877177598296
2023-11-27,37.17642125727126
2023-11-28,40.67947865279168
2023-11-29,40.499659427597486
2023-11-30,39.75795432149304
2023-12-01,35.73405542830855
2023-12-02,41.94713532294775
2023-12-03,35.15672270700802
2023-12-04,38.72597837275992
2023-12-05,38.38697787482349
2023-12-06,42.135123541085434
2023-12-07,54.21290658444657
2023-12-08,34.21270897020525
2023-12-09,47.879006721054736
2023-12-10,37.26581565628141
2023-12-11,43.828337468692354
2023-12-12,52.46232870998328
2023-12-13,48.133810777918605
2023-12-14,43.17831319690063
2023-12-15,45.69976868483221
2023-12-16,53.333317186529584
2023-12-17,46.88786559945205
2023-12-18,52.16763282509302
2023-12-19,51.796486318659255
2023-12-20,48.72839445060546
2023-12-21,63.05568698521829
2023-12-22,55.7847562733321
2023-12-23,42.69660973109292
2023-12-24,53.888597077449624
2023-12-25,49.707651973813945
2023-12-26,57.26522482204608
2023-12-27,48.95364724943526
2023-12-28,52.18352542252931
2023-12-29,55.05244290888952
2023-12-30,56.558023562206955
2023-12-31,45.86355501517659
2024-01-01,49.765461849076374
2024-01-02,48.57687121660703
2024-01-03,47.143275213485694
2024-01-04,58.64461348349474
2024-01-05,51.203548322413845
2024-01-06,42.194513887824414
2024-01-07,52.37295626638325
2024-01-08,57.64924465047466
2024-01-09,51.431617380926454
2024-01-10,37.88536208157695
2024-01-11,42.262271154370865
2024-01-12,50.21383732116417
2024-01-13,39.53772622115348
2024-01-14,44.49924902138896
2024-01-15,45.37096747827729
2024-01-16,36.10053765358814
2024-01-17,39.70073816833715
2024-01-18,23.08682962888202
2024-01-19,33.50326674182285
2024-01-20,36.73697590657184
2024-01-21,31.183107086567578
2024-01-22,45.05855057768562
2024-01-23,29.276807177156474
2024-01-24,33.81872728357729
2024-01-25,36.327924514572594
2024-01-26,42.60264553539652
2024-01-27,28.008267531016138
2024-01-28,40.86588292271269
2024-01-29,35.036321362331776
2024-01-30,30.08619397889704
2024-01-31,37.386665723050605
2024-02-01,36.227483429503685
2024-02-02,32.460014581784066
2024-02-03,36.1106146736569
2024-02-04,34.20531807146592
2024-02-05,37.13720118637724
2024-02-06,40.382614919119675
2024-02-07,45.56570637356661
2024-02-08,32.06776147833094
2024-02-09,49.59659577239772
2024-02-10,29.894376311795384
2024-02-11,39.66313567983193
2024-02-12,44.16949158737354
2024-02-13,43.47176197758709
2024-02-14,39.819464895616726
2024-02-15,42.779782665912435
2024-02-16,42.25794397296072
2024-02-17,42.68754297235223
2024-02-18,50.796333369868606
2024-02-19,49.243550354515165
2024-02-20,44.89395289785907
2024-02-21,53.74016484330413
2024-02-22,51.6398438555014
2024-02-23,55.00039938119577
2024-02-24,54.88279281284446
2024-02-25,48.34855856000867
2024-02-26,50.40663947077481
2024-02-27,57.60828197410689
2024-02-28,57.5336922102888
2024-02-29,54.929017438147106
2024-03-01,56.10983513841746
2024-03-02,62.33597236114534
2024-03-03,53.346287572093615
2024-03-04,59.325946882996725
2024-03-05,55.793921032813024
2024-03-06,55.85783228632204
2024-03-07,62.50776660099429
2024-03-08,61.13480272888308
2024-03-09,60.995751920526466
2024-03-10,63.30371577331692
2024-03-11,56.65861960934794
2024-03-12,59.671853050656786
2024-03-13,54.35300770821913
2024-03-14,57.10423746640473
2024-03-15,54.352077523999355
2024-03-16,54.95143517636471
2024-03-17,56.85454252009456
2024-03-18,49.15333874271269
2024-03-19,63.03053346118934
2024-03-20,46.82652932278413
2024-03-21,45.043217408852
2024-03-22,56.137670058165284
2024-03-23,53.51986278520081
2024-03-24,51.884264616401026
2024-03-25,51.10148701304136
2024-03-26,47.09493685170852
2024-03-27,41.872964672338405
2024-03-28,45.95426781667292
2024-03-29,41.424580202442876
2024-03-30,48.946317672497955
2024-03-31,42.62681416455958
2024-04-01,38.562685017527635
2024-04-02,40.4533647449997
2024-04-03,43.54218186323169
2024-04-04,38.127947001849336
2024-04-05,36.360651777602904
2024-04-06,41.27542240166796
2024-04-07,40.93056680734826
2024-04-08,36.886278162909015
2024-04-09,36.85008145194491
2024-04-10,40.2208172361664
2024-04-11,31.747928478829134
2024-04-12,31.952239247628015
2024-04-13,35.47236534154535
2024-04-14,38.14604946449269
2024-04-15,40.98949838521198
2024-04-16,47.105160830442244
2024-04-17,44.38007848483151
2024-04-18,39.723190654797506
2024-04-19,40.923828516948056
2024-04-20,36.563953948435355
2024-04-21,42.0996776190665
2024-04-22,41.41840241410713
2024-04-23,45.194011672152456
2024-04-24,40.20735574818478
2024-04-25,47.74247275796958
2024-04-26,53.64528341630343
2024-04-27,46.30148831283028
2024-04-28,49.739426364699604
2024-04-29,52.08291032496173
2024-04-30,47.53690370620734
2024-05-01,51.57745634341549
2024-05-02,51.43077163750277
2024-05-03,52.75751273853923
2024-05-04,49.289662025608074
2024-05-05,54.140962020004125
2024-05-06,57.344251269463506
2024-05-07,62.912207573028795
2024-05-08,61.215935259964
2024-05-09,67.90421667884992
2024-05-10,53.97101888653131
2024-05-11,62.78500241197897
2024-05-12,59.89780047223022
2024-05-13,70.42613136147371
2024-05-14,55.86672820440282
2024-05-15,56.07301104340162
2024-05-16,57.56807621555792
2024-05-17,50.16723615539903
2024-05-18,58.306638443788664
2024-05-19,57.21477857272072
2024-05-20,61.76361874606529
2024-05-21,62.648212329507594
2024-05-22,70.17558121604291
2024-05-23,65.3311251511656
2024-05-24,57.409747769883346
2024-05-25,55.45094029904984
2024-05-26,61.98784210209748
2024-05-27,52.452264199027596
2024-05-28,67.67976923741824
2024-05-29,63.83690665034179
2024-05-30,54.96395073798632
2024-05-31,48.072226282475356
2024-06-01,62.69864286541789
2024-06-02,54.616912013733526
2024-06-03,60.61383653416304
2024-06-04,45.66862517626066
2024-06-05,49.84695416928803
2024-06-06,52.066459031870984
2024-06-07,51.47123743768352
2024-06-08,48.18812332721768
2024-06-09,52.767133971072575
2024-06-10,43.54773738029642
2024-06-11,47.43148634461092
2024-06-12,48.032881075797505
2024-06-13,49.32775201141368
2024-06-14,49.67931699753447
2024-06-15,39.910334189409575
2024-06-16,37.32663635048414
2024-06-17,50.90497840553006
2024-06-18,45.75722856871158
2024-06-19,39.995479123035274
2024-06-20,51.20215947642849
2024-06-21,43.802051433919026
2024-06-22,48.968282179795864
2024-06-23,43.32987142310762
2024-06-24,53.2898572833516
2024-06-25,51.830465909757876
2024-06-26,41.95029496262214
2024-06-27,48.267394777625235
2024-06-28,46.92273523165295
2024-06-29,50.895509905458525
2024-06-30,39.65218447522592
2024-07-01,48.39673189202432
2024-07-02,50.810281551126444
2024-07-03,37.33448861939382
2024-07-04,40.87616276491144
2024-07-05,37.31030549658044
2024-07-06,46.91831722455076
2024-07-07,52.65162249197882
2024-07-08,57.40843900936173
2024-07-09,51.128308435961
2024-07-10,59.78457685369409
2024-07-11,45.64101978423555
2024-07-12,44.934764918460715
2024-07-13,54.08789474844359
2024-07-14,57.197378598441595
2024-07-15,56.016132341830705
2024-07-16,46.729827005080864
2024-07-17,57.48759716352411
2024-07-18,52.24974694252505
2024-07-19,62.926301589140294
2024-07-20,62.178175921076324
2024-07-21,56.369172169246795
2024-07-22,59.17382644085136
2024-07-23,57.068310097715376
2024-07-24,62.614642967119664
2024-07-25,68.20609714238518
2024-07-26,58.939483712547556
2024-07-27,66.7586283288824
2024-07-28,61.88761294055974
2024-07-29,60.80345088705194
2024-07-30,64.38869984849295
2024-07-31,59.83005115376633
2024-08-01,62.246597416030255
2024-08-02,58.96054637511786
2024-08-03,74.63604737766863
2024-08-04,64.78003866979272
2024-08-05,60.827150831894954
2024-08-06,65.05094983660894
2024-08-07,63.01084568458623
2024-08-08,61.99865794430645
2024-08-09,65.64881050382535
2024-08-10,65.7877218866989
2024-08-11,58.72228931345311
2024-08-12,57.82774246754921
2024-08-13,58.62637656559565
2024-08-14,47.755204164843576
2024-08-15,50.926247477876665
2024-08-16,64.55421945656482
2024-08-17,65.1487650182591
2024-08-18,54.87553822698708
2024-08-19,58.19934329657678
2024-08-20,56.074038861370695
2024-08-21,69.1251129641055
2024-08-22,58.55941089176145
2024-08-23,51.57676551148682
2024-08-24,46.72336413749828
2024-08-25,42.78912863110306
2024-08-26,51.19997589724687
2024-08-27,45.80832489722427
2024-08-28,41.937133679599825
2024-08-29,45.32916755050626
2024-08-30,42.72722293147259
2024-08-31,56.20646058400649
2024-09-01,51.880692270760036
2024-09-02,47.2029291635531
2024-09-03,54.48346975285137
2024-09-04,47.38378339017314
2024-09-05,42.6769946957028
2024-09-06,54.65929488274578
2024-09-07,49.87222755404233
2024-09-08,42.19860806662567
2024-09-09,46.712340070990294
2024-09-10,43.63551254444165
2024-09-11,41.51737422603812
2024-09-12,53.54554786047503
2024-09-13,59.007384444312905
2024-09-14,43.07183368904804
2024-09-15,53.53855895232081
2024-09-16,48.179750067843685
2024-09-17,49.75196239873518
2024-09-18,50.020454653659186
2024-09-19,49.49204935396137
2024-09-20,54.91321312749441
2024-09-21,51.39754364876262
2024-09-22,57.80324919573515
2024-09-23,57.10919570167527
2024-09-24,57.079506921514096
2024-09-25,54.64838607582294
2024-09-26,57.206071940698344
2024-09-27,64.75610734943284
2024-09-28,64.3522967176405
2024-09-29,57.80182212449695
2024-09-30,63.99566346218202
2024-10-01,68.02728500672744
2024-10-02,56.65132314250444
2024-10-03,68.39483225809421
2024-10-04,62.991661480946064
2024-10-05,69.72736629595063
2024-10-06,63.566712020839404
2024-10-07,58.80292287673373
2024-10-08,60.0667608681565
2024-10-09,68.75247100620673
2024-10-10,70.04679860987001
2024-10-11,64.3899699150765
2024-10-12,72.19430719555305
2024-10-13,60.70970241960025
2024-10-14,68.62931372936167
2024-10-15,62.77432310656853
2024-10-16,65.36856248108441
2024-10-17,68.5936157893818
2024-10-18,63.71638133182498
2024-10-19,65.69334337558205
2024-10-20,72.18447986161706
2024-10-21,63.74849628549214
2024-10-22,70.23864495013783
2024-10-23,59.79080084067441
2024-10-24,67.4244167037581
2024-10-25,71.28151575413604
2024-10-26,50.98152825784004
2024-10-27,58.59497673098551
2024-10-28,64.68415765164178
2024-10-29,59.98872377923231
2024-10-30,62.05691615813541
2024-10-31,56.376910488526995
2024-11-01,59.03019141359987
2024-11-02,57.03032653234094
2024-11-03,62.87638349375497
2024-11-04,57.56172652422665
2024-11-05,57.25909910129015
2024-11-06,52.82818807899757
2024-11-07,51.80650322379999
2024-11-08,51.48433099694618
2024-11-09,55.07241136152623
2024-11-10,50.50314061721395
2024-11-11,53.62377064283799
2024-11-12,62.18125692300666
2024-11-13,55.854896886453936
2024-11-14,49.63249582584244
2024-11-15,57.10249426964412
2024-11-16,48.96196108009136
2024-11-17,40.79082936918344
2024-11-18,45.99389363075816
2024-11-19,41.807011393796564
2024-11-20,49.60329100386931
2024-11-21,51.72500752140792
2024-11-22,60.35772446933467
2024-11-23,54.02123643362325
2024-11-24,51.767966928520025
2024-11-25,57.55005892302394
2024-11-26,42.946027562029535
2024-11-27,55.833545395516445
2024-11-28,59.21423945022787
2024-11-29,48.71729834014048
2024-11-30,62.620055204289585
2024-12-01,59.42012509885179
2024-12-02,56.50716688752226
2024-12-03,62.627168585801144
2024-12-04,71.71397491639274
2024-12-05,62.17847108221668
2024-12-06,63.42394495189259
2024-12-07,60.79847054018953
2024-12-08,59.7508841532268
2024-12-09,69.04273726138447
2024-12-10,61.48153818587492
2024-12-11,66.96460840013786
2024-12-12,65.03139699789892
2024-12-13,70.58997948060907
2024-12-14,70.59595504305982
2024-12-15,74.80007163571022
2024-12-16,67.6945289383953
2024-12-17,69.47072282607108
2024-12-18,66.44116800345923
2024-12-19,69.56441424686368
2024-12-20,74.05635674028554
2024-12-21,76.2694198271833
2024-12-22,68.11700236066427
2024-12-23,77.24654783406687
2024-12-24,79.77387754098703
2024-12-25,75.08620010842218
2024-12-26,82.35274104044811
2024-12-27,68.97672654241826
2024-12-28,66.427796595163
2024-12-29,63.493194303500445
2024-12-30,79.53542567196853
2024-12-31,74.93097638941187
2025-01-01,70.92403243828068
2025-01-02,72.08724996220235
2025-01-03,64.49225913319776
2025-01-04,81.73220391153082
2025-01-05,69.48968579845132
2025-01-06,68.69236203974766
2025-01-07,71.04326072852547
2025-01-08,69.06154567993481
2025-01-09,66.99702404387193
2025-01-10,61.131523466520406
2025-01-11,66.63898106928562
2025-01-12,72.88728443852385
2025-01-13,69.40390780384378
2025-01-14,69.85282263782523
2025-01-15,58.55756568323635
2025-01-16,55.415160367605665
2025-01-17,59.01252109073463
2025-01-18,59.23281513821534
2025-01-19,63.77782510253905
2025-01-20,49.242346818640954
2025-01-21,64.80019984020795
2025-01-22,55.864644146929706
2025-01-23,54.08105003099758
2025-01-24,50.77788861366834
2025-01-25,47.25245350659429
2025-01-26,59.39899266326813
2025-01-27,55.47641155596085
2025-01-28,48.55866199422101
2025-01-29,48.504832567618976
2025-01-30,53.346790554390175
2025-01-31,63.490105151372134
2025-02-01,54.0396433908796
2025-02-02,48.08678910498981
2025-02-03,54.7094414951609
2025-02-04,54.97886688476984
2025-02-05,43.32847310422098
2025-02-06,57.07487793653793
2025-02-07,56.784615294964
2025-02-08,62.06877129789079
2025-02-09,68.53210355469967
2025-02-10,65.66610260996954
2025-02-11,59.476055490672536
2025-02-12,56.110949610428705
2025-02-13,75.36364398099917
2025-02-14,63.67049254283662
2025-02-15,64.33981649491885
2025-02-16,65.05731869064844
2025-02-17,67.08184798907658
2025-02-18,66.28246756323036
2025-02-19,65.04183450069159
2025-02-20,66.06846977813728
2025-02-21,69.51217654884543
2025-02-22,67.80651290053116
2025-02-23,67.7757622773364
2025-02-24,72.65153387163143
2025-02-25,71.58157473868943
2025-02-26,81.06615227172696
2025-02-27,60.92902467717661
2025-02-28,80.22274996732128
2025-03-01,81.51675098232997
2025-03-02,65.37680694198735
2025-03-03,74.4211035867031
2025-03-04,74.59898974816456
2025-03-05,69.66918631534823
2025-03-06,72.99566434786898
2025-03-07,71.4364135880677
2025-03-08,85.78136421241265
2025-03-09,81.65547449616217
2025-03-10,83.21900087956041
2025-03-11,80.2820603773737
2025-03-12,70.77103622800792
2025-03-13,73.46871370060728
2025-03-14,78.1484361888453
2025-03-15,69.1396828094658
2025-03-16,78.30631831988033
2025-03-17,72.97711148375065
2025-03-18,71.69301257163086
2025-03-19,76.46618029332049
2025-03-20,74.43809215387111
2025-03-21,69.6840037897612
2025-03-22,76.52998524803047
2025-03-23,64.55094597509753
2025-03-24,72.24343327783234
2025-03-25,71.32757584355986
2025-03-26,66.00979654820392
2025-03-27,68.3871422078928
2025-03-28,59.70966524597886
2025-03-29,69.81017803872287
2025-03-30,63.51252343123062
2025-03-31,61.0985553357241
2025-04-01,68.26625403713606
2025-04-02,58.847933753872866
2025-04-03,54.72041157947266
2025-04-04,53.42214487180979
2025-04-05,63.7319397354164
2025-04-06,53.85448985346657
2025-04-07,68.64719307133683
2025-04-08,49.14523450323157
2025-04-09,67.7866510611894
2025-04-10,60.17902618396936
2025-04-11,58.53176107872834
2025-04-12,56.255143103176195
2025-04-13,61.013521896564825
2025-04-14,58.94158417733676
2025-04-15,64.83157473324538
2025-04-16,60.14393828261194
2025-04-17,60.65297169899407
2025-04-18,58.4809701808133
2025-04-19,60.478245574614874
2025-04-20,62.82927762560195
2025-04-21,53.32658531866943
2025-04-22,55.77959086469669
2025-04-23,66.93151713976455
2025-04-24,64.81106546866941
2025-04-25,63.82015502281159
2025-04-26,65.65198695227154
2025-04-27,68.14823504335706
2025-04-28,64.58692534231557
2025-04-29,64.28842593380317
2025-04-30,70.06603181543403
2025-05-01,65.10813611192481
